state,postcode,individuals,taxable_individuals,total_taxable_income,avg_taxable_income,median_taxable_income,rank_australia,rank_state
TAS,7291,480,471,33485752,69762,53958,977,13
TAS,7292,427,416,23914967,56007,47258,1968,72
TAS,7300,2453,2437,156793280,63919,54666,1376,29
TAS,7301,2731,2699,160809927,58883,51534,1754,52
TAS,7302,1242,1226,66071869,53198,48400,2183,86
TAS,7303,1771,1748,97351522,54970,48287,2056,78
TAS,7304,3663,3601,199873765,54566,43892,2086,79
TAS,7305,677,666,35266946,52093,46938,2252,88
TAS,7306,2531,2492,130592099,51597,44796,2280,92
TAS,7307,6839,6766,418776969,61234,50347,1558,38
TAS,7310,16671,16518,965755177,57930,49449,1813,58
TAS,7315,8838,8755,518054960,58617,49454,1767,54
TAS,7316,3868,3826,239239251,61851,51926,1525,37
TAS,7320,9877,9762,598535623,60599,51799,1615,43
TAS,7321,2786,2735,167254020,60034,49470,1652,47
TAS,7322,2126,2116,128678595,60526,52036,1619,44
TAS,7325,4870,4823,285896641,58706,49665,1762,53
TAS,7330,3964,3911,227147046,57302,50318,1854,61
TAS,7331,383,380,20579646,53733,50819,2157,85
TAS,7467,885,876,53871047,60871,48730,1589,41
TAS,7468,425,418,27236361,64086,53815,1367,28
TAS,7469,395,387,26549325,67213,53137,1154,19
TAS,7470,343,340,23386528,68182,53742,1072,16
VIC,3000,38739,37842,2196590108,56702,36107,1909,484
VIC,3001,160,159,18171306,113571,57969,109,25
VIC,3002,3711,3673,538093200,145000,78557,36,10
VIC,3003,6727,6617,466803385,69393,55461,1000,231
VIC,3004,9435,9251,844836398,89543,64624,311,79
VIC,3006,20145,19775,1523760210,75640,58169,671,146
VIC,3008,12107,11836,943063893,77894,60656,587,130
VIC,3011,17951,17742,1234395310,68765,56703,1039,242
VIC,3012,18169,17992,1348707176,74231,62454,734,162
VIC,3013,10028,9970,968740691,96604,76870,221,60
VIC,3015,11831,11748,1119717124,94643,76439,246,66
VIC,3016,10601,10511,1115835527,105258,71811,158,42
VIC,3018,8483,8404,707159962,83362,67816,431,103
VIC,3019,6144,6079,355832416,57915,50440,1815,456
VIC,3020,26433,26095,1513622156,57263,50141,1858,467
VIC,3021,28972,28544,1456516300,50273,45184,2355,632
VIC,3022,2058,2027,120381432,58494,51375,1779,447
VIC,3023,37364,36932,2354274291,63009,54315,1433,349
VIC,3024,23553,23217,1547939133,65722,57089,1253,299
VIC,3025,7496,7403,611783293,81615,62464,471,107
VIC,3026,3534,3484,228296024,64600,54783,1324,321
VIC,3027,6625,6505,473444015,71463,58703,880,196
VIC,3028,16939,16741,1090253160,64363,57324,1348,330
VIC,3029,88530,86957,5272762334,59559,51577,1698,425
VIC,3030,76627,75577,5450186802,71126,59270,899,199
VIC,3031,12177,12078,1029317059,84530,67204,393,95
VIC,3032,20712,20524,1706670148,82400,62880,447,104
VIC,3033,8939,8886,688043619,76971,61648,617,135
VIC,3034,7029,6963,521021854,74125,59254,745,167
VIC,3036,3843,3810,340987746,88730,62962,325,81
VIC,3037,30231,29947,2000183344,66163,56685,1218,290
VIC,3038,16564,16424,1116423825,67401,56341,1142,268
VIC,3039,11377,11305,1108037273,97393,69390,210,59
VIC,3040,18608,18465,1795803134,96507,67311,224,61
VIC,3041,8813,8753,800101586,90787,66769,296,75
VIC,3042,10557,10474,817018222,77391,64747,600,131
VIC,3043,10324,10240,672489382,65138,56769,1292,310
VIC,3044,18063,17930,1437156868,79564,66013,522,115
VIC,3046,23070,22758,1508981874,65409,57223,1275,304
VIC,3047,10463,10239,506103508,48371,41755,2432,653
VIC,3048,7900,7733,387194513,49012,43214,2404,645
VIC,3049,5964,5917,403275166,67618,58481,1116,257
VIC,3051,10442,10316,749689563,71796,52739,862,190
VIC,3052,4074,4011,301912462,74107,49638,746,168
VIC,3053,12638,12385,692768395,54816,35354,2066,527
VIC,3054,5928,5880,626762038,105729,64947,155,40
VIC,3055,10133,10068,777959303,76775,62667,623,138
VIC,3056,18648,18501,1512120638,81088,65116,484,109
VIC,3057,10078,10019,845942366,83940,70540,412,99
VIC,3058,22783,22604,1762499390,77360,62085,601,132
VIC,3059,13810,13648,1017383464,73670,58222,767,171
VIC,3060,7829,7629,462335756,59054,48811,1739,440
VIC,3061,2381,2334,127714494,53639,44803,2159,567
VIC,3062,86,83,10753288,125038,81654,70,17
VIC,3063,377,375,28455260,75478,53624,676,147
VIC,3064,69206,68018,4008226959,57917,50931,1814,455
VIC,3065,7351,7283,746251202,101517,68972,182,52
VIC,3066,6963,6903,637774427,91595,74601,284,74
VIC,3067,6992,6919,624734668,89350,70745,314,80
VIC,3068,13044,12964,1393583027,106837,72980,148,39
VIC,3070,16965,16861,1686070890,99385,71523,199,56
VIC,3071,12290,12222,1037380596,84409,66458,398,96
VIC,3072,22017,21824,1607902317,73030,60360,800,175
VIC,3073,30372,30079,2036632057,67056,57304,1160,273
VIC,3074,10854,10688,600920750,55364,48548,2027,517
VIC,3075,12200,12015,686652347,56283,50400,1942,490
VIC,3076,19265,19008,1142820432,59321,52866,1721,432
VIC,3078,8513,8461,866111573,101740,71409,181,51
VIC,3079,12046,11939,1298725778,107814,69147,141,35
VIC,3081,8603,8501,583286859,67800,58274,1094,251
VIC,3082,17402,17230,1096437312,63006,54611,1435,350
VIC,3083,19770,19513,1249641552,63209,51903,1419,345
VIC,3084,17397,17259,1570781898,90290,65428,301,77
VIC,3085,8714,8644,682993088,78379,62342,571,128
VIC,3086,72,72,6169120,85682,68851,374,92
VIC,3087,5446,5414,404601302,74293,63729,730,161
VIC,3088,16968,16846,1297870791,76489,64006,633,142
VIC,3089,8310,8258,660909378,79532,64156,524,116
VIC,3090,1806,1795,181010634,100227,67629,190,54
VIC,3091,1132,1118,131032942,115753,62659,98,24
VIC,3093,2584,2567,257900447,99807,64369,193,55
VIC,3094,5672,5629,445822124,78601,63160,559,126
VIC,3095,18474,18320,1596532340,86421,62901,366,91
VIC,3096,1243,1233,93024318,74839,56021,703,153
VIC,3097,976,963,96148057,98512,56506,205,57
VIC,3099,3104,3083,231652796,74630,57271,711,155
VIC,3101,17054,16797,2215830396,129930,66789,57,14
VIC,3102,4529,4465,464623798,102589,62546,175,48
VIC,3103,10807,10560,1039045793,96146,51752,227,62
VIC,3104,14109,13858,1307528403,92673,54759,272,70
VIC,3105,7150,7061,550412215,76981,54816,616,134
VIC,3106,11159,10981,1036265893,92864,53887,270,69
VIC,3107,8913,8804,658936726,73930,53308,756,170
VIC,3108,17043,16740,1140325508,66909,48000,1169,277
VIC,3109,19629,19302,1314032608,66943,48787,1168,276
VIC,3111,8197,8116,686405898,83739,54421,421,101
VIC,3113,5648,5600,527129320,93330,60081,265,68
VIC,3114,2650,2629,275714994,104043,64959,167,46
VIC,3115,2656,2631,284923683,107275,62639,146,38
VIC,3116,7553,7498,534186224,70725,58321,919,206
VIC,3121,22700,22531,2332192892,102740,76146,174,47
VIC,3122,17147,16980,2175455517,126871,67828,64,15
VIC,3123,10825,10700,1316757718,121640,70253,79,18
VIC,3124,15719,15488,1771883191,112722,64556,118,30
VIC,3125,10300,10134,680531796,66071,46183,1224,293
VIC,3126,5548,5424,785297787,141546,64347,44,11
VIC,3127,13163,12987,1371942706,104227,63786,163,43
VIC,3128,15542,15202,965207105,62103,45002,1509,368
VIC,3129,11509,11335,856090357,74384,51798,727,160
VIC,3130,21634,21392,1701638542,78656,56752,555,124
VIC,3131,14544,14379,1013259021,69669,55130,981,223
VIC,3132,11075,10971,839743974,75823,60265,658,145
VIC,3133,14588,14408,1039428318,71252,53159,891,197
VIC,3134,22283,22070,1678523754,75328,58488,683,148
VIC,3135,12779,12685,945979621,74026,59945,751,169
VIC,3136,28662,28451,2016786725,70364,58724,946,211
VIC,3137,9156,9084,619841290,67698,58682,1107,255
VIC,3138,14225,14117,962790527,67683,57886,1110,256
VIC,3139,9095,9018,582849080,64085,54367,1368,333
VIC,3140,11250,11176,775602652,68942,58165,1025,238
VIC,3141,19168,18929,2304119248,120207,70962,84,20
VIC,3142,9857,9704,2380576390,241511,79456,4,1
VIC,3143,6978,6893,936092536,134149,79221,49,12
VIC,3144,7996,7914,1208469538,151134,75639,29,8
VIC,3145,16265,16089,1836607138,112918,64999,117,29
VIC,3146,17774,17625,2139472510,120371,71148,83,19
VIC,3147,9621,9530,911889884,94781,63688,243,65
VIC,3148,6313,6250,453674449,71864,58042,857,188
VIC,3149,23653,23299,1811531250,76588,55600,630,141
VIC,3150,41444,40661,2877820989,69439,47859,996,228
VIC,3151,7478,7354,471155259,63006,48529,1436,351
VIC,3152,22481,22191,1522235322,67712,53023,1106,254
VIC,3153,13229,13111,854884149,64622,57464,1323,320
VIC,3154,2668,2647,187312206,70207,58839,955,214
VIC,3155,14535,14400,933596258,64231,57263,1360,331
VIC,3156,24155,23960,1705051554,70588,58061,933,209
VIC,3158,4286,4255,305158553,71199,58216,895,198
VIC,3159,1643,1631,121810084,74139,59696,742,165
VIC,3160,5710,5661,416306114,72908,59891,804,176
VIC,3161,11974,11827,1421770701,118738,68036,91,21
VIC,3162,12130,12026,1235569411,101861,65561,180,50
VIC,3163,23118,22891,1858002384,80370,62520,499,111
VIC,3165,18867,18684,1548709897,82086,63943,458,106
VIC,3166,16179,16021,1276494787,78898,59914,540,121
VIC,3167,6267,6194,448585104,71579,59145,872,193
VIC,3168,14949,14670,758644844,50749,41927,2335,630
VIC,3169,13192,13039,787625664,59705,51376,1683,421
VIC,3170,12431,12286,842061536,67739,55918,1102,252
VIC,3171,13371,13143,669989052,50108,43981,2366,636
VIC,3172,13977,13815,842977691,60312,50033,1635,408
VIC,3173,18732,18481,1174355828,62693,53261,1463,357
VIC,3174,23483,23140,1231850374,52457,47629,2227,592
VIC,3175,29279,28786,1588830769,54265,47072,2114,549
VIC,3177,6402,6290,319636387,49928,45728,2373,638
VIC,3178,22083,21890,1563903766,70819,59286,912,202
VIC,3179,3887,3851,252024591,64838,54967,1309,315
VIC,3180,4945,4896,315461843,63794,54144,1383,335
VIC,3181,14721,14594,1502315524,102053,73144,179,49
VIC,3182,17664,17466,1535227224,86913,62528,356,89
VIC,3183,12787,12666,1178190920,92140,63636,279,72
VIC,3184,10957,10871,1141858675,104213,73958,165,45
VIC,3185,9265,9180,995109170,107405,70145,145,37
VIC,3186,16895,16654,2711408787,160486,72357,23,7
VIC,3187,11005,10903,1233195300,112058,66092,121,31
VIC,3188,12043,11941,1419122045,117838,67495,94,23
VIC,3189,4221,4181,330111884,78207,62518,575,129
VIC,3190,7826,7783,693052514,88558,68570,330,83
VIC,3191,7234,7171,857161933,118491,68307,92,22
VIC,3192,15411,15293,1214086123,78780,63283,547,122
VIC,3193,13876,13767,1536563436,110735,64755,125,32
VIC,3194,8902,8836,722238112,81132,63151,482,108
VIC,3195,23908,23756,2014857644,84275,63862,403,98
VIC,3196,16541,16413,1275714569,77124,64044,612,133
VIC,3197,7715,7658,614511778,79652,61676,520,114
VIC,3198,10232,10146,690109628,67446,58897,1135,264
VIC,3199,32875,32639,2217552986,67454,56108,1134,263
VIC,3200,2698,2667,145869279,54066,50314,2132,554
VIC,3201,13627,13516,865167595,63489,58079,1400,338
VIC,3202,1750,1741,131754219,75288,61823,685,149
VIC,3204,21774,21523,1928832185,88584,64169,328,82
VIC,3205,9063,8920,979164202,108040,69917,138,34
VIC,3206,6954,6874,1170193251,168276,80173,17,4
VIC,3207,12089,11955,1366679836,113052,77736,113,27
VIC,3211,784,779,68301631,87119,56198,352,87
VIC,3212,12028,11958,827798324,68823,58848,1030,240
VIC,3213,2900,2880,208376210,71854,54590,858,189
VIC,3214,12031,11888,618879124,51440,47472,2299,618
VIC,3215,12952,12849,873771761,67462,56015,1130,262
VIC,3216,37474,37206,2567441838,68513,54564,1058,246
VIC,3217,16795,16672,1164690359,69347,61386,1004,233
VIC,3218,9737,9673,749372880,76961,62611,618,136
VIC,3219,11592,11494,700079329,60393,52286,1628,403
VIC,3220,11702,11613,1122861479,95955,60426,229,63
VIC,3221,1343,1336,124343938,92587,58859,274,71
VIC,3222,10910,10827,723813263,66344,52638,1205,288
VIC,3223,5676,5611,337494217,59460,45132,1707,430
VIC,3224,8993,8937,558384642,62091,52458,1511,369
VIC,3225,3569,3538,286220386,80196,48207,503,112
VIC,3226,11073,11003,821455871,74185,55495,739,164
VIC,3227,3480,3447,352133981,101188,58896,185,53
VIC,3228,15540,15434,1364649050,87815,61128,339,85
VIC,3230,1966,1947,157388896,80055,49394,510,113
VIC,3231,1020,1009,72159178,70744,45228,917,205
VIC,3232,902,888,68900405,76386,47914,636,143
VIC,3233,1486,1466,83603193,56261,43701,1946,493
VIC,3234,131,127,9040937,69015,45648,1023,237
VIC,3235,279,274,17373967,62272,43170,1499,365
VIC,3236,156,155,8035482,51510,44677,2292,615
VIC,3237,169,165,8448921,49994,37438,2370,637
VIC,3238,170,164,9513567,55962,34093,1975,501
VIC,3239,277,264,16639087,60069,44028,1649,414
VIC,3240,1506,1492,109357319,72614,55391,817,179
VIC,3241,2010,1982,125580901,62478,49565,1478,361
VIC,3242,668,660,42124437,63061,46854,1429,348
VIC,3243,257,257,14460604,56267,46392,1945,492
VIC,3249,2247,2207,127541243,56761,47449,1902,481
VIC,3250,7733,7658,464407867,60055,50693,1650,415
VIC,3251,352,345,18451070,52418,45281,2228,593
VIC,3254,193,191,11338699,58750,54278,1757,443
VIC,3260,2835,2793,167728212,59163,49260,1731,436
VIC,3264,1404,1389,86092953,61320,49201,1551,380
VIC,3265,1688,1659,106965199,63368,52009,1404,340
VIC,3266,1857,1837,109872345,59167,48565,1730,435
VIC,3267,174,171,10133629,58239,51536,1791,450
VIC,3268,1824,1778,103101629,56525,46959,1923,486
VIC,3269,440,434,27644505,62828,48537,1450,353
VIC,3270,176,171,18956581,107708,45482,142,36
VIC,3271,130,128,5837528,44904,35223,2540,678
VIC,3272,923,902,48170767,52189,44584,2244,601
VIC,3273,100,96,5121148,51211,38739,2313,620
VIC,3274,153,147,6431508,42036,39420,2575,687
VIC,3275,330,330,20621565,62490,53447,1475,360
VIC,3276,312,305,17700380,56732,49739,1905,482
VIC,3277,1175,1162,84916042,72269,51904,837,182
VIC,3278,205,203,12695392,61929,49789,1520,372
VIC,3279,233,231,15487361,66469,49586,1193,285
VIC,3280,21156,21014,1318571648,62326,51938,1493,364
VIC,3281,1255,1242,87813080,69971,54140,969,217
VIC,3282,1832,1818,110582077,60361,51095,1629,404
VIC,3283,871,861,58165069,66780,54044,1179,283
VIC,3284,2269,2240,148263434,65343,48353,1278,306
VIC,3285,793,785,49074408,61885,48382,1523,373
VIC,3286,354,346,20611479,58225,42693,1792,451
VIC,3287,291,284,13997707,48102,44309,2446,656
VIC,3289,469,461,23887408,50933,43653,2325,625
VIC,3292,95,95,4900249,51582,37926,2283,613
VIC,3293,198,195,10890283,55001,46022,2054,524
VIC,3294,653,641,31784786,48675,41279,2415,647
VIC,3300,6124,6060,354208811,57839,48292,1821,457
VIC,3301,846,832,45883859,54236,46008,2117,551
VIC,3302,258,254,13468987,52205,41395,2243,600
VIC,3303,195,194,11684669,59921,48390,1665,419
VIC,3304,1542,1515,88055460,57105,46267,1872,469
VIC,3305,7664,7586,461243304,60183,49963,1643,412
VIC,3309,66,66,3466860,52528,35027,2225,591
VIC,3310,150,147,5918078,39454,40158,2589,694
VIC,3311,896,888,47835520,53388,43215,2176,575
VIC,3312,599,581,33071162,55211,44611,2041,520
VIC,3314,369,359,19437420,52676,44947,2216,587
VIC,3315,1011,986,48616832,48088,42030,2447,657
VIC,3317,114,114,6160917,54043,41734,2134,556
VIC,3318,726,704,38576739,53136,44465,2188,579
VIC,3319,234,230,12919019,55209,47504,2042,521
VIC,3321,1121,1102,80241904,71581,55275,871,192
VIC,3322,110,103,4664087,42401,37208,2571,685
VIC,3323,67,67,2725655,40681,40249,2585,692
VIC,3324,333,330,17780683,53395,44028,2175,574
VIC,3325,284,284,12000980,42257,38446,2573,686
VIC,3328,1417,1403,100298484,70782,60283,913,203
VIC,3329,205,201,14318127,69845,44594,975,220
VIC,3330,130,129,6293748,48413,42176,2427,652
VIC,3331,4465,4431,311912128,69857,58060,973,219
VIC,3332,795,788,49932889,62809,51804,1453,355
VIC,3333,563,552,35788734,63568,51379,1399,337
VIC,3334,355,348,21499928,60563,51715,1617,401
VIC,3335,8293,8170,506912061,61125,55174,1566,386
VIC,3336,14831,14636,988908375,66678,59281,1182,284
VIC,3337,22548,22264,1341961310,59516,52501,1701,426
VIC,3338,23345,22971,1379448418,59090,52762,1737,439
VIC,3340,15630,15472,1095514056,70090,58855,961,215
VIC,3341,1004,993,71795633,71510,56658,876,194
VIC,3342,2321,2300,155758661,67108,57189,1157,272
VIC,3345,845,835,65002032,76925,64387,621,137
VIC,3350,40355,40002,2806305139,69540,54521,991,227
VIC,3351,5635,5575,345403636,61296,50628,1553,381
VIC,3352,11813,11663,798081627,67560,53836,1121,258
VIC,3353,122,119,8356081,68492,41768,1060,247
VIC,3354,123,122,9659331,78531,53320,566,127
VIC,3355,6604,6541,392911959,59496,47906,1702,427
VIC,3356,8280,8197,440416739,53190,48895,2184,578
VIC,3357,2343,2330,169883268,72507,56776,823,181
VIC,3358,3021,2997,194821258,64489,56168,1335,326
VIC,3360,458,453,26376208,57590,53141,1834,462
VIC,3361,347,343,17120868,49340,47611,2392,642
VIC,3363,1917,1892,117132955,61102,49132,1571,387
VIC,3364,1310,1284,72198469,55113,44796,2047,523
VIC,3370,985,971,55561597,56408,44862,1932,489
VIC,3371,526,519,24822035,47190,40731,2476,665
VIC,3373,1370,1342,74920730,54687,45158,2079,536
VIC,3374,266,263,15561602,58502,51511,1778,446
VIC,3375,147,145,6399701,43535,43401,2551,682
VIC,3377,5157,5095,295600326,57320,49021,1852,465
VIC,3378,108,107,8543982,79111,64765,533,118
VIC,3379,416,411,26908478,64684,49786,1318,318
VIC,3380,3791,3742,206979476,54598,45619,2084,538
VIC,3381,810,797,44431381,54854,45730,2064,526
VIC,3384,354,349,16816817,47505,41578,2465,662
VIC,3385,313,308,20574433,65733,39556,1252,298
VIC,3387,188,183,9731154,51761,49844,2272,608
VIC,3388,338,331,25887178,76589,55127,629,140
VIC,3390,527,520,31998861,60719,49245,1599,396
VIC,3391,96,92,6430376,66983,52137,1167,275
VIC,3392,322,314,22758217,70678,42936,923,207
VIC,3393,1481,1466,99875646,67438,50731,1136,265
VIC,3395,251,248,18702288,74511,57421,718,157
VIC,3396,437,431,27147792,62123,44342,1507,367
VIC,3400,8903,8822,539181943,60562,51387,1618,402
VIC,3401,3020,2971,203428352,67360,52629,1147,270
VIC,3402,217,211,14715178,67812,52116,1092,250
VIC,3407,272,269,14154697,52039,42680,2258,605
VIC,3409,648,640,37001282,57101,45363,1873,470
VIC,3412,183,179,12060044,65902,43283,1241,297
VIC,3413,109,108,6207129,56946,48972,1887,475
VIC,3414,950,940,59698186,62840,50812,1447,352
VIC,3418,1668,1628,99363528,59570,51762,1695,423
VIC,3419,580,572,32757662,56479,46514,1929,488
VIC,3420,159,156,11237021,70673,48333,925,208
VIC,3423,196,194,11170225,56991,48296,1884,474
VIC,3424,445,440,28669957,64427,45732,1342,328
VIC,3427,4114,4082,295951884,71938,64070,855,187
VIC,3428,399,396,27787032,69642,53083,984,224
VIC,3429,24451,24270,1747779509,71481,60611,879,195
VIC,3430,189,188,16428391,86923,46703,355,88
VIC,3431,2762,2738,200743140,72680,57109,814,177
VIC,3432,123,120,4764393,38735,45172,2597,695
VIC,3433,129,126,9654434,74841,50336,702,152
VIC,3434,3747,3715,271835527,72548,58875,821,180
VIC,3435,2028,2004,140812002,69434,56258,997,229
VIC,3437,7492,7431,625689178,83514,63866,427,102
VIC,3438,1552,1541,127829310,82364,63693,449,105
VIC,3440,1277,1263,121446021,95103,64042,240,64
VIC,3441,923,909,104317778,113020,69024,114,28
VIC,3442,5187,5124,457035018,88112,60386,335,84
VIC,3444,5959,5882,448012509,75183,52856,689,150
VIC,3446,716,711,43929166,61354,49787,1549,379
VIC,3447,339,332,20440607,60297,46658,1636,409
VIC,3448,593,588,38603921,65099,47556,1294,311
VIC,3450,4105,4060,239334580,58303,44554,1788,448
VIC,3451,3382,3350,212146791,62728,49841,1459,356
VIC,3453,1266,1255,87476135,69096,49603,1019,236
VIC,3458,1439,1417,99526435,69164,48153,1014,234
VIC,3460,1605,1588,98890272,61614,42752,1536,377
VIC,3461,2644,2608,179070044,67727,44883,1105,253
VIC,3462,691,682,37158125,53774,45283,2152,563
VIC,3463,1434,1420,79844613,55680,43356,2005,510
VIC,3464,640,628,33620987,52533,46251,2224,590
VIC,3465,4897,4852,249245527,50898,44112,2329,627
VIC,3467,660,650,33527203,50799,44536,2333,629
VIC,3468,162,161,6655532,41084,32960,2583,691
VIC,3469,155,147,8144038,52542,46018,2223,589
VIC,3472,753,742,34217481,45442,39296,2525,675
VIC,3475,174,165,7615982,43770,37863,2548,681
VIC,3477,490,480,32755891,66849,46497,1174,280
VIC,3478,1384,1364,75493228,54547,45329,2091,541
VIC,3480,1053,1042,56378401,53541,45070,2166,569
VIC,3482,101,101,2826718,27987,42458,2615,698
VIC,3483,572,563,37001902,64689,54591,1317,317
VIC,3485,166,162,9263851,55806,48487,1992,507
VIC,3487,66,65,4835877,73271,57938,786,173
VIC,3488,66,64,4131002,62591,47574,1467,358
VIC,3490,704,693,38408974,54558,49023,2089,540
VIC,3491,89,86,6201418,69679,48122,979,222
VIC,3494,344,332,17559211,51044,47119,2318,622
VIC,3496,3857,3804,199105405,51622,46605,2279,611
VIC,3498,3606,3553,216384585,60007,50415,1656,417
VIC,3500,20431,20182,1126526781,55138,46928,2046,522
VIC,3501,1796,1779,119155439,66345,53238,1204,287
VIC,3502,567,561,44592210,78646,47701,556,125
VIC,3505,2779,2739,148870313,53570,48356,2163,568
VIC,3507,74,73,5525703,74672,53042,709,154
VIC,3509,141,137,9707794,68850,56040,1029,239
VIC,3512,206,201,9928329,48196,43399,2441,655
VIC,3515,1638,1630,108022135,65948,56655,1235,295
VIC,3516,446,441,26852063,60206,46270,1642,411
VIC,3517,740,721,33903067,45815,40511,2518,674
VIC,3518,671,665,33056213,49264,42128,2395,643
VIC,3520,60,59,2297131,38286,32450,2598,696
VIC,3521,439,435,30139422,68655,53338,1050,245
VIC,3522,177,175,10530565,59495,49179,1703,428
VIC,3523,2006,1978,113325445,56493,45699,1927,487
VIC,3525,773,762,40776748,52751,43009,2210,586
VIC,3527,451,440,27781644,61600,47053,1538,378
VIC,3529,81,79,5377246,66386,49896,1201,286
VIC,3530,68,68,4306520,63331,52264,1406,341
VIC,3531,115,112,8286391,72056,60896,846,183
VIC,3533,429,418,28976409,67544,51268,1124,259
VIC,3537,611,597,31717688,51911,43652,2263,606
VIC,3540,161,159,12343338,76667,55582,626,139
VIC,3542,104,102,5047373,48532,41503,2423,650
VIC,3544,147,144,7983963,54313,48918,2107,547
VIC,3546,268,262,18602166,69411,58771,998,230
VIC,3549,2856,2790,123360197,43193,32269,2556,683
VIC,3550,24791,24572,1596257506,64389,51835,1346,329
VIC,3551,22776,22584,1549823682,68046,57335,1079,249
VIC,3552,149,148,10500876,70476,51911,938,210
VIC,3555,11748,11664,675343694,57486,50274,1842,463
VIC,3556,7995,7929,444132519,55551,50854,2014,512
VIC,3557,570,563,35237132,61820,50418,1528,374
VIC,3558,566,561,32316331,57096,46105,1874,471
VIC,3559,313,306,16726436,53439,45994,2173,572
VIC,3561,2559,2515,136605692,53382,45842,2177,576
VIC,3562,146,141,7630640,52265,46537,2235,596
VIC,3563,431,425,22216313,51546,44831,2288,614
VIC,3564,10448,10346,639215343,61181,50916,1563,385
VIC,3565,65,64,3734221,57450,46156,1844,464
VIC,3566,324,319,17213872,53129,45659,2190,580
VIC,3567,397,382,20138549,50727,40979,2336,631
VIC,3568,1663,1630,94424868,56780,47434,1899,478
VIC,3570,465,463,25431728,54692,46841,2077,534
VIC,3571,203,193,9525369,46923,40356,2482,668
VIC,3572,144,141,8750696,60769,53333,1595,395
VIC,3573,223,218,14464642,64864,50158,1306,314
VIC,3575,488,479,23530537,48218,45460,2440,654
VIC,3579,3017,2955,164101515,54392,44224,2098,544
VIC,3580,632,621,29939042,47372,41693,2468,664
VIC,3581,96,92,12096250,126003,39653,68,16
VIC,3583,102,99,5043933,49450,45408,2389,641
VIC,3584,672,665,37759325,56189,47155,1953,494
VIC,3585,7322,7249,445459759,60839,50285,1590,392
VIC,3586,362,360,22175365,61258,48218,1556,383
VIC,3588,252,248,11883227,47156,43360,2478,667
VIC,3589,198,195,10968788,55398,44024,2021,514
VIC,3590,196,192,10919733,55713,49218,1999,508
VIC,3591,111,109,6566466,59157,53916,1732,437
VIC,3594,384,379,20059270,52238,44700,2238,597
VIC,3595,350,344,16771666,47919,42352,2452,659
VIC,3596,89,88,4468571,50209,39612,2361,633
VIC,3597,292,290,16166193,55364,51349,2028,518
VIC,3599,101,99,5483399,54291,50374,2111,548
VIC,3607,81,79,5121086,63223,52618,1416,344
VIC,3608,1717,1695,104713093,60986,48894,1578,388
VIC,3610,822,803,43991880,53518,45402,2168,570
VIC,3612,894,883,47798958,53466,45110,2170,571
VIC,3614,611,600,41804916,68420,55372,1063,248
VIC,3616,3420,3381,195689863,57219,48584,1866,468
VIC,3617,97,95,4025267,41498,31933,2581,689
VIC,3618,444,440,20764128,46766,40371,2491,670
VIC,3619,73,71,3659982,50137,46078,2365,635
VIC,3620,4807,4741,258431271,53761,47191,2156,566
VIC,3621,1451,1419,75536820,52058,47575,2255,604
VIC,3622,280,270,12893763,46049,42365,2508,673
VIC,3623,510,500,25573834,50145,41089,2363,634
VIC,3624,319,311,15338237,48082,43331,2449,658
VIC,3629,5099,5052,274506913,53835,48245,2147,562
VIC,3630,17966,17767,1029143448,57283,47661,1856,466
VIC,3631,9308,9239,613533523,65915,54311,1240,296
VIC,3632,183,183,12869259,70324,57148,947,212
VIC,3633,417,410,25313764,60704,48394,1601,397
VIC,3634,1218,1188,65065906,53420,45575,2174,573
VIC,3635,348,340,15417471,44303,41123,2544,680
VIC,3636,2973,2931,166424293,55979,47847,1971,499
VIC,3637,349,337,16459819,47163,43177,2477,666
VIC,3638,1264,1237,66732490,52795,47265,2206,584
VIC,3639,303,297,13684560,45164,38713,2532,677
VIC,3640,666,642,31186813,46827,40566,2487,669
VIC,3641,698,682,41383122,59288,49800,1722,433
VIC,3644,5732,5651,303558479,52959,44735,2199,582
VIC,3646,366,363,20720260,56613,42518,1916,485
VIC,3649,293,286,16230553,55394,45618,2022,515
VIC,3658,3735,3692,241461446,64648,53786,1321,319
VIC,3659,451,441,33433571,74132,54710,743,166
VIC,3660,4314,4259,242101709,56120,47544,1958,495
VIC,3661,58,58,2954137,50933,46909,2324,624
VIC,3662,473,471,37326854,78915,82824,539,120
VIC,3663,119,119,6454125,54236,47189,2116,550
VIC,3664,735,725,47061497,64029,54369,1370,334
VIC,3665,227,217,13698544,60346,43549,1631,405
VIC,3666,2843,2798,162103220,57018,46225,1881,472
VIC,3669,806,793,41650168,51675,37571,2277,610
VIC,3670,378,371,19249054,50923,38735,2326,626
VIC,3672,6067,6011,337995607,55711,46559,2000,509
VIC,3673,1109,1090,57896283,52206,40479,2242,599
VIC,3675,1245,1228,69648264,55942,46652,1978,503
VIC,3676,130,129,9047346,69595,54437,986,225
VIC,3677,11045,10963,643445625,58257,50522,1790,449
VIC,3678,4420,4365,279516035,63239,48322,1415,343
VIC,3682,383,380,20237372,52839,49933,2204,583
VIC,3683,1072,1062,58733472,54789,49029,2071,531
VIC,3685,1946,1930,112075833,57593,50846,1833,461
VIC,3687,644,635,38815941,60273,53487,1638,410
VIC,3688,978,960,63024368,64442,53691,1340,327
VIC,3689,84,84,7553400,89921,55082,307,78
